"Step","activity-rgbd2colmap_no_icp-20250421-184905 - reconstruction_peak_memory_kb","activity-rgbd2colmap_no_icp-20250421-184905 - reconstruction_peak_memory_kb__MIN","activity-rgbd2colmap_no_icp-20250421-184905 - reconstruction_peak_memory_kb__MAX","vr_room-rgbd2colmap_no_icp-20250420-170017 - reconstruction_peak_memory_kb","vr_room-rgbd2colmap_no_icp-20250420-170017 - reconstruction_peak_memory_kb__MIN","vr_room-rgbd2colmap_no_icp-20250420-170017 - reconstruction_peak_memory_kb__MAX","sauna-rgbd2colmap_no_icp-20250420-164228 - reconstruction_peak_memory_kb","sauna-rgbd2colmap_no_icp-20250420-164228 - reconstruction_peak_memory_kb__MIN","sauna-rgbd2colmap_no_icp-20250420-164228 - reconstruction_peak_memory_kb__MAX","olohuone-rgbd2colmap_no_icp-20250420-162041 - reconstruction_peak_memory_kb","olohuone-rgbd2colmap_no_icp-20250420-162041 - reconstruction_peak_memory_kb__MIN","olohuone-rgbd2colmap_no_icp-20250420-162041 - reconstruction_peak_memory_kb__MAX","kokko-rgbd2colmap_no_icp-20250420-155403 - reconstruction_peak_memory_kb","kokko-rgbd2colmap_no_icp-20250420-155403 - reconstruction_peak_memory_kb__MIN","kokko-rgbd2colmap_no_icp-20250420-155403 - reconstruction_peak_memory_kb__MAX","koivu-rgbd2colmap_no_icp-20250420-152251 - reconstruction_peak_memory_kb","koivu-rgbd2colmap_no_icp-20250420-152251 - reconstruction_peak_memory_kb__MIN","koivu-rgbd2colmap_no_icp-20250420-152251 - reconstruction_peak_memory_kb__MAX","honka-rgbd2colmap_no_icp-20250420-145824 - reconstruction_peak_memory_kb","honka-rgbd2colmap_no_icp-20250420-145824 - reconstruction_peak_memory_kb__MIN","honka-rgbd2colmap_no_icp-20250420-145824 - reconstruction_peak_memory_kb__MAX","computer-rgbd2colmap_no_icp-20250420-144103 - reconstruction_peak_memory_kb","computer-rgbd2colmap_no_icp-20250420-144103 - reconstruction_peak_memory_kb__MIN","computer-rgbd2colmap_no_icp-20250420-144103 - reconstruction_peak_memory_kb__MAX","coffee_room-rgbd2colmap_no_icp-20250420-141704 - reconstruction_peak_memory_kb","coffee_room-rgbd2colmap_no_icp-20250420-141704 - reconstruction_peak_memory_kb__MIN","coffee_room-rgbd2colmap_no_icp-20250420-141704 - reconstruction_peak_memory_kb__MAX","classroom-rgbd2colmap_no_icp-20250420-135232 - reconstruction_peak_memory_kb","classroom-rgbd2colmap_no_icp-20250420-135232 - reconstruction_peak_memory_kb__MIN","classroom-rgbd2colmap_no_icp-20250420-135232 - reconstruction_peak_memory_kb__MAX","vr_room-colmap_reconstruction-20250420-001330 - reconstruction_peak_memory_kb","vr_room-colmap_reconstruction-20250420-001330 - reconstruction_peak_memory_kb__MIN","vr_room-colmap_reconstruction-20250420-001330 - reconstruction_peak_memory_kb__MAX","sauna-colmap_reconstruction-20250419-234745 - reconstruction_peak_memory_kb","sauna-colmap_reconstruction-20250419-234745 - reconstruction_peak_memory_kb__MIN","sauna-colmap_reconstruction-20250419-234745 - reconstruction_peak_memory_kb__MAX","olohuone-colmap_reconstruction-20250419-231730 - reconstruction_peak_memory_kb","olohuone-colmap_reconstruction-20250419-231730 - reconstruction_peak_memory_kb__MIN","olohuone-colmap_reconstruction-20250419-231730 - reconstruction_peak_memory_kb__MAX","kokko-colmap_reconstruction-20250419-225142 - reconstruction_peak_memory_kb","kokko-colmap_reconstruction-20250419-225142 - reconstruction_peak_memory_kb__MIN","kokko-colmap_reconstruction-20250419-225142 - reconstruction_peak_memory_kb__MAX","koivu-colmap_reconstruction-20250419-222943 - reconstruction_peak_memory_kb","koivu-colmap_reconstruction-20250419-222943 - reconstruction_peak_memory_kb__MIN","koivu-colmap_reconstruction-20250419-222943 - reconstruction_peak_memory_kb__MAX","honka-colmap_reconstruction-20250419-215831 - reconstruction_peak_memory_kb","honka-colmap_reconstruction-20250419-215831 - reconstruction_peak_memory_kb__MIN","honka-colmap_reconstruction-20250419-215831 - reconstruction_peak_memory_kb__MAX","computer-colmap_reconstruction-20250419-213326 - reconstruction_peak_memory_kb","computer-colmap_reconstruction-20250419-213326 - reconstruction_peak_memory_kb__MIN","computer-colmap_reconstruction-20250419-213326 - reconstruction_peak_memory_kb__MAX","coffee_room-colmap_reconstruction-20250419-211117 - reconstruction_peak_memory_kb","coffee_room-colmap_reconstruction-20250419-211117 - reconstruction_peak_memory_kb__MIN","coffee_room-colmap_reconstruction-20250419-211117 - reconstruction_peak_memory_kb__MAX","classroom-colmap_reconstruction-20250419-204248 - reconstruction_peak_memory_kb","classroom-colmap_reconstruction-20250419-204248 - reconstruction_peak_memory_kb__MIN","classroom-colmap_reconstruction-20250419-204248 - reconstruction_peak_memory_kb__MAX","activity-colmap_reconstruction-20250419-201902 - reconstruction_peak_memory_kb","activity-colmap_reconstruction-20250419-201902 - reconstruction_peak_memory_kb__MIN","activity-colmap_reconstruction-20250419-201902 - reconstruction_peak_memory_kb__MAX"
"0","1187620","1187620","1187620","2287020","2287020","2287020","3658268","3658268","3658268","3828436","3828436","3828436","1746172","1746172","1746172","1585420","1585420","1585420","1982648","1982648","1982648","1229476","1229476","1229476","1733276","1733276","1733276","3032748","3032748","3032748","209596","209596","209596","333628","333628","333628","435476","435476","435476","183192","183192","183192","182168","182168","182168","202004","202004","202004","180668","180668","180668","185336","185336","185336","233544","233544","233544","180464","180464","180464"
