"Step","activity-rgbd2colmap_no_icp-20250421-184905 - training_time_sec","activity-rgbd2colmap_no_icp-20250421-184905 - training_time_sec__MIN","activity-rgbd2colmap_no_icp-20250421-184905 - training_time_sec__MAX","activity-rgbd2colmap_colmap_poses-20250421-173310 - training_time_sec","activity-rgbd2colmap_colmap_poses-20250421-173310 - training_time_sec__MIN","activity-rgbd2colmap_colmap_poses-20250421-173310 - training_time_sec__MAX","koivu-rgbd2colmap_colmap_poses-20250421-164945 - training_time_sec","koivu-rgbd2colmap_colmap_poses-20250421-164945 - training_time_sec__MIN","koivu-rgbd2colmap_colmap_poses-20250421-164945 - training_time_sec__MAX","vr_room-rgbd2colmap_no_icp-20250420-170017 - training_time_sec","vr_room-rgbd2colmap_no_icp-20250420-170017 - training_time_sec__MIN","vr_room-rgbd2colmap_no_icp-20250420-170017 - training_time_sec__MAX","sauna-rgbd2colmap_no_icp-20250420-164228 - training_time_sec","sauna-rgbd2colmap_no_icp-20250420-164228 - training_time_sec__MIN","sauna-rgbd2colmap_no_icp-20250420-164228 - training_time_sec__MAX","olohuone-rgbd2colmap_no_icp-20250420-162041 - training_time_sec","olohuone-rgbd2colmap_no_icp-20250420-162041 - training_time_sec__MIN","olohuone-rgbd2colmap_no_icp-20250420-162041 - training_time_sec__MAX","kokko-rgbd2colmap_no_icp-20250420-155403 - training_time_sec","kokko-rgbd2colmap_no_icp-20250420-155403 - training_time_sec__MIN","kokko-rgbd2colmap_no_icp-20250420-155403 - training_time_sec__MAX","koivu-rgbd2colmap_no_icp-20250420-152251 - training_time_sec","koivu-rgbd2colmap_no_icp-20250420-152251 - training_time_sec__MIN","koivu-rgbd2colmap_no_icp-20250420-152251 - training_time_sec__MAX","honka-rgbd2colmap_no_icp-20250420-145824 - training_time_sec","honka-rgbd2colmap_no_icp-20250420-145824 - training_time_sec__MIN","honka-rgbd2colmap_no_icp-20250420-145824 - training_time_sec__MAX","computer-rgbd2colmap_no_icp-20250420-144103 - training_time_sec","computer-rgbd2colmap_no_icp-20250420-144103 - training_time_sec__MIN","computer-rgbd2colmap_no_icp-20250420-144103 - training_time_sec__MAX","coffee_room-rgbd2colmap_no_icp-20250420-141704 - training_time_sec","coffee_room-rgbd2colmap_no_icp-20250420-141704 - training_time_sec__MIN","coffee_room-rgbd2colmap_no_icp-20250420-141704 - training_time_sec__MAX","classroom-rgbd2colmap_no_icp-20250420-135232 - training_time_sec","classroom-rgbd2colmap_no_icp-20250420-135232 - training_time_sec__MIN","classroom-rgbd2colmap_no_icp-20250420-135232 - training_time_sec__MAX","vr_room-rgbd2colmap_colmap_poses-20250419-192116 - training_time_sec","vr_room-rgbd2colmap_colmap_poses-20250419-192116 - training_time_sec__MIN","vr_room-rgbd2colmap_colmap_poses-20250419-192116 - training_time_sec__MAX","sauna-rgbd2colmap_colmap_poses-20250419-190120 - training_time_sec","sauna-rgbd2colmap_colmap_poses-20250419-190120 - training_time_sec__MIN","sauna-rgbd2colmap_colmap_poses-20250419-190120 - training_time_sec__MAX","olohuone-rgbd2colmap_colmap_poses-20250419-183802 - training_time_sec","olohuone-rgbd2colmap_colmap_poses-20250419-183802 - training_time_sec__MIN","olohuone-rgbd2colmap_colmap_poses-20250419-183802 - training_time_sec__MAX","kokko-rgbd2colmap_colmap_poses-20250419-181130 - training_time_sec","kokko-rgbd2colmap_colmap_poses-20250419-181130 - training_time_sec__MIN","kokko-rgbd2colmap_colmap_poses-20250419-181130 - training_time_sec__MAX","honka-rgbd2colmap_colmap_poses-20250419-163836 - training_time_sec","honka-rgbd2colmap_colmap_poses-20250419-163836 - training_time_sec__MIN","honka-rgbd2colmap_colmap_poses-20250419-163836 - training_time_sec__MAX","computer-rgbd2colmap_colmap_poses-20250419-162104 - training_time_sec","computer-rgbd2colmap_colmap_poses-20250419-162104 - training_time_sec__MIN","computer-rgbd2colmap_colmap_poses-20250419-162104 - training_time_sec__MAX","coffee_room-rgbd2colmap_colmap_poses-20250419-155617 - training_time_sec","coffee_room-rgbd2colmap_colmap_poses-20250419-155617 - training_time_sec__MIN","coffee_room-rgbd2colmap_colmap_poses-20250419-155617 - training_time_sec__MAX","classroom-rgbd2colmap_colmap_poses-20250419-152814 - training_time_sec","classroom-rgbd2colmap_colmap_poses-20250419-152814 - training_time_sec__MIN","classroom-rgbd2colmap_colmap_poses-20250419-152814 - training_time_sec__MAX"
"30000","2023.208337545395","2023.208337545395","2023.208337545395","2100.3584582805634","2100.3584582805634","2100.3584582805634","1790.5167171955109","1790.5167171955109","1790.5167171955109","1177.1800763607025","1177.1800763607025","1177.1800763607025","995.5945382118225","995.5945382118225","995.5945382118225","1229.4873306751251","1229.4873306751251","1229.4873306751251","1520.0921001434326","1520.0921001434326","1520.0921001434326","1792.011146068573","1792.011146068573","1792.011146068573","1388.0515410900116","1388.0515410900116","1388.0515410900116","974.613228559494","974.613228559494","974.613228559494","1360.462647676468","1360.462647676468","1360.462647676468","1393.0711448192596","1393.0711448192596","1393.0711448192596","1268.2339334487915","1268.2339334487915","1268.2339334487915","1120.845864057541","1120.845864057541","1120.845864057541","1319.3397002220154","1319.3397002220154","1319.3397002220154","1512.8951358795166","1512.8951358795166","1512.8951358795166","1461.2267088890076","1461.2267088890076","1461.2267088890076","985.5318546295166","985.5318546295166","985.5318546295166","1406.1786077022552","1406.1786077022552","1406.1786077022552","1603.223007440567","1603.223007440567","1603.223007440567"
