"Step","olohuone-rgbd2colmap_no_icp-frames750-20250427-131201 - reconstruction_elapsed_time","olohuone-rgbd2colmap_no_icp-frames750-20250427-131201 - reconstruction_elapsed_time__MIN","olohuone-rgbd2colmap_no_icp-frames750-20250427-131201 - reconstruction_elapsed_time__MAX","olohuone-colmap_reconstruction-frames750-20250427-124859 - reconstruction_elapsed_time","olohuone-colmap_reconstruction-frames750-20250427-124859 - reconstruction_elapsed_time__MIN","olohuone-colmap_reconstruction-frames750-20250427-124859 - reconstruction_elapsed_time__MAX","olohuone-rgbd2colmap_no_icp-frames500-20250427-124843 - reconstruction_elapsed_time","olohuone-rgbd2colmap_no_icp-frames500-20250427-124843 - reconstruction_elapsed_time__MIN","olohuone-rgbd2colmap_no_icp-frames500-20250427-124843 - reconstruction_elapsed_time__MAX","olohuone-colmap_reconstruction-frames500-20250427-124143 - reconstruction_elapsed_time","olohuone-colmap_reconstruction-frames500-20250427-124143 - reconstruction_elapsed_time__MIN","olohuone-colmap_reconstruction-frames500-20250427-124143 - reconstruction_elapsed_time__MAX","olohuone-rgbd2colmap_no_icp-frames250-20250427-124133 - reconstruction_elapsed_time","olohuone-rgbd2colmap_no_icp-frames250-20250427-124133 - reconstruction_elapsed_time__MIN","olohuone-rgbd2colmap_no_icp-frames250-20250427-124133 - reconstruction_elapsed_time__MAX","olohuone-colmap_reconstruction-frames250-20250427-123756 - reconstruction_elapsed_time","olohuone-colmap_reconstruction-frames250-20250427-123756 - reconstruction_elapsed_time__MIN","olohuone-colmap_reconstruction-frames250-20250427-123756 - reconstruction_elapsed_time__MAX","olohuone-rgbd2colmap_no_icp-frames100-20250427-123750 - reconstruction_elapsed_time","olohuone-rgbd2colmap_no_icp-frames100-20250427-123750 - reconstruction_elapsed_time__MIN","olohuone-rgbd2colmap_no_icp-frames100-20250427-123750 - reconstruction_elapsed_time__MAX","olohuone-colmap_reconstruction-frames100-20250427-123626 - reconstruction_elapsed_time","olohuone-colmap_reconstruction-frames100-20250427-123626 - reconstruction_elapsed_time__MIN","olohuone-colmap_reconstruction-frames100-20250427-123626 - reconstruction_elapsed_time__MAX"
"0","21.45534873008728","21.45534873008728","21.45534873008728","1379.577124595642","1379.577124595642","1379.577124595642","14.952868700027466","14.952868700027466","14.952868700027466","417.5428891181946","417.5428891181946","417.5428891181946","8.421371221542358","8.421371221542358","8.421371221542358","214.77249836921692","214.77249836921692","214.77249836921692","4.675197601318359","4.675197601318359","4.675197601318359","81.98370027542114","81.98370027542114","81.98370027542114"
