"Step","activity-rgbd2colmap_no_icp-20250421-184905 - reconstruction_elapsed_time","activity-rgbd2colmap_no_icp-20250421-184905 - reconstruction_elapsed_time__MIN","activity-rgbd2colmap_no_icp-20250421-184905 - reconstruction_elapsed_time__MAX","vr_room-rgbd2colmap_no_icp-20250420-170017 - reconstruction_elapsed_time","vr_room-rgbd2colmap_no_icp-20250420-170017 - reconstruction_elapsed_time__MIN","vr_room-rgbd2colmap_no_icp-20250420-170017 - reconstruction_elapsed_time__MAX","sauna-rgbd2colmap_no_icp-20250420-164228 - reconstruction_elapsed_time","sauna-rgbd2colmap_no_icp-20250420-164228 - reconstruction_elapsed_time__MIN","sauna-rgbd2colmap_no_icp-20250420-164228 - reconstruction_elapsed_time__MAX","olohuone-rgbd2colmap_no_icp-20250420-162041 - reconstruction_elapsed_time","olohuone-rgbd2colmap_no_icp-20250420-162041 - reconstruction_elapsed_time__MIN","olohuone-rgbd2colmap_no_icp-20250420-162041 - reconstruction_elapsed_time__MAX","kokko-rgbd2colmap_no_icp-20250420-155403 - reconstruction_elapsed_time","kokko-rgbd2colmap_no_icp-20250420-155403 - reconstruction_elapsed_time__MIN","kokko-rgbd2colmap_no_icp-20250420-155403 - reconstruction_elapsed_time__MAX","koivu-rgbd2colmap_no_icp-20250420-152251 - reconstruction_elapsed_time","koivu-rgbd2colmap_no_icp-20250420-152251 - reconstruction_elapsed_time__MIN","koivu-rgbd2colmap_no_icp-20250420-152251 - reconstruction_elapsed_time__MAX","honka-rgbd2colmap_no_icp-20250420-145824 - reconstruction_elapsed_time","honka-rgbd2colmap_no_icp-20250420-145824 - reconstruction_elapsed_time__MIN","honka-rgbd2colmap_no_icp-20250420-145824 - reconstruction_elapsed_time__MAX","computer-rgbd2colmap_no_icp-20250420-144103 - reconstruction_elapsed_time","computer-rgbd2colmap_no_icp-20250420-144103 - reconstruction_elapsed_time__MIN","computer-rgbd2colmap_no_icp-20250420-144103 - reconstruction_elapsed_time__MAX","coffee_room-rgbd2colmap_no_icp-20250420-141704 - reconstruction_elapsed_time","coffee_room-rgbd2colmap_no_icp-20250420-141704 - reconstruction_elapsed_time__MIN","coffee_room-rgbd2colmap_no_icp-20250420-141704 - reconstruction_elapsed_time__MAX","classroom-rgbd2colmap_no_icp-20250420-135232 - reconstruction_elapsed_time","classroom-rgbd2colmap_no_icp-20250420-135232 - reconstruction_elapsed_time__MIN","classroom-rgbd2colmap_no_icp-20250420-135232 - reconstruction_elapsed_time__MAX","vr_room-rgbd2colmap-20250420-120536 - reconstruction_elapsed_time","vr_room-rgbd2colmap-20250420-120536 - reconstruction_elapsed_time__MIN","vr_room-rgbd2colmap-20250420-120536 - reconstruction_elapsed_time__MAX","sauna-rgbd2colmap-20250420-114906 - reconstruction_elapsed_time","sauna-rgbd2colmap-20250420-114906 - reconstruction_elapsed_time__MIN","sauna-rgbd2colmap-20250420-114906 - reconstruction_elapsed_time__MAX","olohuone-rgbd2colmap-20250420-113248 - reconstruction_elapsed_time","olohuone-rgbd2colmap-20250420-113248 - reconstruction_elapsed_time__MIN","olohuone-rgbd2colmap-20250420-113248 - reconstruction_elapsed_time__MAX","kokko-rgbd2colmap-20250420-111355 - reconstruction_elapsed_time","kokko-rgbd2colmap-20250420-111355 - reconstruction_elapsed_time__MIN","kokko-rgbd2colmap-20250420-111355 - reconstruction_elapsed_time__MAX","koivu-rgbd2colmap-20250420-105243 - reconstruction_elapsed_time","koivu-rgbd2colmap-20250420-105243 - reconstruction_elapsed_time__MIN","koivu-rgbd2colmap-20250420-105243 - reconstruction_elapsed_time__MAX","honka-rgbd2colmap-20250420-103617 - reconstruction_elapsed_time","honka-rgbd2colmap-20250420-103617 - reconstruction_elapsed_time__MIN","honka-rgbd2colmap-20250420-103617 - reconstruction_elapsed_time__MAX","computer-rgbd2colmap-20250420-102235 - reconstruction_elapsed_time","computer-rgbd2colmap-20250420-102235 - reconstruction_elapsed_time__MIN","computer-rgbd2colmap-20250420-102235 - reconstruction_elapsed_time__MAX","coffee_room-rgbd2colmap-20250420-100316 - reconstruction_elapsed_time","coffee_room-rgbd2colmap-20250420-100316 - reconstruction_elapsed_time__MIN","coffee_room-rgbd2colmap-20250420-100316 - reconstruction_elapsed_time__MAX","classroom-rgbd2colmap-20250420-094714 - reconstruction_elapsed_time","classroom-rgbd2colmap-20250420-094714 - reconstruction_elapsed_time__MIN","classroom-rgbd2colmap-20250420-094714 - reconstruction_elapsed_time__MAX","activity-rgbd2colmap-20250420-091339 - reconstruction_elapsed_time","activity-rgbd2colmap-20250420-091339 - reconstruction_elapsed_time__MIN","activity-rgbd2colmap-20250420-091339 - reconstruction_elapsed_time__MAX"
"0","5.0544373989105225","5.0544373989105225","5.0544373989105225","8.01032829284668","8.01032829284668","8.01032829284668","11.166685819625854","11.166685819625854","11.166685819625854","10.767360210418701","10.767360210418701","10.767360210418701","6.114330291748047","6.114330291748047","6.114330291748047","6.125058174133301","6.125058174133301","6.125058174133301","7.347502708435059","7.347502708435059","7.347502708435059","4.36596417427063","4.36596417427063","4.36596417427063","6.68814492225647","6.68814492225647","6.68814492225647","9.528117179870605","9.528117179870605","9.528117179870605","82.31106781959534","82.31106781959534","82.31106781959534","104.79259610176086","104.79259610176086","104.79259610176086","92.00950622558594","92.00950622558594","92.00950622558594","45.449594259262085","45.449594259262085","45.449594259262085","53.144193172454834","53.144193172454834","53.144193172454834","59.8402624130249","59.8402624130249","59.8402624130249","43.63224816322327","43.63224816322327","43.63224816322327","57.065566062927246","57.065566062927246","57.065566062927246","96.83012270927429","96.83012270927429","96.83012270927429","41.268088817596436","41.268088817596436","41.268088817596436"
