"Step","activity-rgbd2colmap_no_icp-20250421-184905 - reconstruction_elapsed_time","activity-rgbd2colmap_no_icp-20250421-184905 - reconstruction_elapsed_time__MIN","activity-rgbd2colmap_no_icp-20250421-184905 - reconstruction_elapsed_time__MAX","vr_room-rgbd2colmap_no_icp-20250420-170017 - reconstruction_elapsed_time","vr_room-rgbd2colmap_no_icp-20250420-170017 - reconstruction_elapsed_time__MIN","vr_room-rgbd2colmap_no_icp-20250420-170017 - reconstruction_elapsed_time__MAX","sauna-rgbd2colmap_no_icp-20250420-164228 - reconstruction_elapsed_time","sauna-rgbd2colmap_no_icp-20250420-164228 - reconstruction_elapsed_time__MIN","sauna-rgbd2colmap_no_icp-20250420-164228 - reconstruction_elapsed_time__MAX","olohuone-rgbd2colmap_no_icp-20250420-162041 - reconstruction_elapsed_time","olohuone-rgbd2colmap_no_icp-20250420-162041 - reconstruction_elapsed_time__MIN","olohuone-rgbd2colmap_no_icp-20250420-162041 - reconstruction_elapsed_time__MAX","kokko-rgbd2colmap_no_icp-20250420-155403 - reconstruction_elapsed_time","kokko-rgbd2colmap_no_icp-20250420-155403 - reconstruction_elapsed_time__MIN","kokko-rgbd2colmap_no_icp-20250420-155403 - reconstruction_elapsed_time__MAX","koivu-rgbd2colmap_no_icp-20250420-152251 - reconstruction_elapsed_time","koivu-rgbd2colmap_no_icp-20250420-152251 - reconstruction_elapsed_time__MIN","koivu-rgbd2colmap_no_icp-20250420-152251 - reconstruction_elapsed_time__MAX","honka-rgbd2colmap_no_icp-20250420-145824 - reconstruction_elapsed_time","honka-rgbd2colmap_no_icp-20250420-145824 - reconstruction_elapsed_time__MIN","honka-rgbd2colmap_no_icp-20250420-145824 - reconstruction_elapsed_time__MAX","computer-rgbd2colmap_no_icp-20250420-144103 - reconstruction_elapsed_time","computer-rgbd2colmap_no_icp-20250420-144103 - reconstruction_elapsed_time__MIN","computer-rgbd2colmap_no_icp-20250420-144103 - reconstruction_elapsed_time__MAX","coffee_room-rgbd2colmap_no_icp-20250420-141704 - reconstruction_elapsed_time","coffee_room-rgbd2colmap_no_icp-20250420-141704 - reconstruction_elapsed_time__MIN","coffee_room-rgbd2colmap_no_icp-20250420-141704 - reconstruction_elapsed_time__MAX","classroom-rgbd2colmap_no_icp-20250420-135232 - reconstruction_elapsed_time","classroom-rgbd2colmap_no_icp-20250420-135232 - reconstruction_elapsed_time__MIN","classroom-rgbd2colmap_no_icp-20250420-135232 - reconstruction_elapsed_time__MAX","vr_room-colmap_reconstruction-20250420-001330 - reconstruction_elapsed_time","vr_room-colmap_reconstruction-20250420-001330 - reconstruction_elapsed_time__MIN","vr_room-colmap_reconstruction-20250420-001330 - reconstruction_elapsed_time__MAX","sauna-colmap_reconstruction-20250419-234745 - reconstruction_elapsed_time","sauna-colmap_reconstruction-20250419-234745 - reconstruction_elapsed_time__MIN","sauna-colmap_reconstruction-20250419-234745 - reconstruction_elapsed_time__MAX","olohuone-colmap_reconstruction-20250419-231730 - reconstruction_elapsed_time","olohuone-colmap_reconstruction-20250419-231730 - reconstruction_elapsed_time__MIN","olohuone-colmap_reconstruction-20250419-231730 - reconstruction_elapsed_time__MAX","kokko-colmap_reconstruction-20250419-225142 - reconstruction_elapsed_time","kokko-colmap_reconstruction-20250419-225142 - reconstruction_elapsed_time__MIN","kokko-colmap_reconstruction-20250419-225142 - reconstruction_elapsed_time__MAX","koivu-colmap_reconstruction-20250419-222943 - reconstruction_elapsed_time","koivu-colmap_reconstruction-20250419-222943 - reconstruction_elapsed_time__MIN","koivu-colmap_reconstruction-20250419-222943 - reconstruction_elapsed_time__MAX","honka-colmap_reconstruction-20250419-215831 - reconstruction_elapsed_time","honka-colmap_reconstruction-20250419-215831 - reconstruction_elapsed_time__MIN","honka-colmap_reconstruction-20250419-215831 - reconstruction_elapsed_time__MAX","computer-colmap_reconstruction-20250419-213326 - reconstruction_elapsed_time","computer-colmap_reconstruction-20250419-213326 - reconstruction_elapsed_time__MIN","computer-colmap_reconstruction-20250419-213326 - reconstruction_elapsed_time__MAX","coffee_room-colmap_reconstruction-20250419-211117 - reconstruction_elapsed_time","coffee_room-colmap_reconstruction-20250419-211117 - reconstruction_elapsed_time__MIN","coffee_room-colmap_reconstruction-20250419-211117 - reconstruction_elapsed_time__MAX","classroom-colmap_reconstruction-20250419-204248 - reconstruction_elapsed_time","classroom-colmap_reconstruction-20250419-204248 - reconstruction_elapsed_time__MIN","classroom-colmap_reconstruction-20250419-204248 - reconstruction_elapsed_time__MAX","activity-colmap_reconstruction-20250419-201902 - reconstruction_elapsed_time","activity-colmap_reconstruction-20250419-201902 - reconstruction_elapsed_time__MIN","activity-colmap_reconstruction-20250419-201902 - reconstruction_elapsed_time__MAX"
"0","5.0544373989105225","5.0544373989105225","5.0544373989105225","8.01032829284668","8.01032829284668","8.01032829284668","11.166685819625854","11.166685819625854","11.166685819625854","10.767360210418701","10.767360210418701","10.767360210418701","6.114330291748047","6.114330291748047","6.114330291748047","6.125058174133301","6.125058174133301","6.125058174133301","7.347502708435059","7.347502708435059","7.347502708435059","4.36596417427063","4.36596417427063","4.36596417427063","6.68814492225647","6.68814492225647","6.68814492225647","9.528117179870605","9.528117179870605","9.528117179870605","94.44700336456299","94.44700336456299","94.44700336456299","415.2325873374939","415.2325873374939","415.2325873374939","296.3449602127075","296.3449602127075","296.3449602127075","54.305257081985474","54.305257081985474","54.305257081985474","75.42275953292847","75.42275953292847","75.42275953292847","93.07159662246704","93.07159662246704","93.07159662246704","78.99115800857544","78.99115800857544","78.99115800857544","25.804345846176147","25.804345846176147","25.804345846176147","45.15980267524719","45.15980267524719","45.15980267524719","56.504661321640015","56.504661321640015","56.504661321640015"
