"Step","olohuone-rgbd2colmap_no_icp-frames750-20250427-131201 - reconstruction_peak_memory_kb","olohuone-rgbd2colmap_no_icp-frames750-20250427-131201 - reconstruction_peak_memory_kb__MIN","olohuone-rgbd2colmap_no_icp-frames750-20250427-131201 - reconstruction_peak_memory_kb__MAX","olohuone-colmap_reconstruction-frames750-20250427-124859 - reconstruction_peak_memory_kb","olohuone-colmap_reconstruction-frames750-20250427-124859 - reconstruction_peak_memory_kb__MIN","olohuone-colmap_reconstruction-frames750-20250427-124859 - reconstruction_peak_memory_kb__MAX","olohuone-rgbd2colmap_no_icp-frames500-20250427-124843 - reconstruction_peak_memory_kb","olohuone-rgbd2colmap_no_icp-frames500-20250427-124843 - reconstruction_peak_memory_kb__MIN","olohuone-rgbd2colmap_no_icp-frames500-20250427-124843 - reconstruction_peak_memory_kb__MAX","olohuone-colmap_reconstruction-frames500-20250427-124143 - reconstruction_peak_memory_kb","olohuone-colmap_reconstruction-frames500-20250427-124143 - reconstruction_peak_memory_kb__MIN","olohuone-colmap_reconstruction-frames500-20250427-124143 - reconstruction_peak_memory_kb__MAX","olohuone-rgbd2colmap_no_icp-frames250-20250427-124133 - reconstruction_peak_memory_kb","olohuone-rgbd2colmap_no_icp-frames250-20250427-124133 - reconstruction_peak_memory_kb__MIN","olohuone-rgbd2colmap_no_icp-frames250-20250427-124133 - reconstruction_peak_memory_kb__MAX","olohuone-colmap_reconstruction-frames250-20250427-123756 - reconstruction_peak_memory_kb","olohuone-colmap_reconstruction-frames250-20250427-123756 - reconstruction_peak_memory_kb__MIN","olohuone-colmap_reconstruction-frames250-20250427-123756 - reconstruction_peak_memory_kb__MAX","olohuone-rgbd2colmap_no_icp-frames100-20250427-123750 - reconstruction_peak_memory_kb","olohuone-rgbd2colmap_no_icp-frames100-20250427-123750 - reconstruction_peak_memory_kb__MIN","olohuone-rgbd2colmap_no_icp-frames100-20250427-123750 - reconstruction_peak_memory_kb__MAX","olohuone-colmap_reconstruction-frames100-20250427-123626 - reconstruction_peak_memory_kb","olohuone-colmap_reconstruction-frames100-20250427-123626 - reconstruction_peak_memory_kb__MIN","olohuone-colmap_reconstruction-frames100-20250427-123626 - reconstruction_peak_memory_kb__MAX"
"0","8265344","8265344","8265344","821996","821996","821996","5594300","5594300","5594300","524940","524940","524940","2941048","2941048","2941048","255344","255344","255344","1358368","1358368","1358368","190860","190860","190860"
