"Step","activity-rgbd2colmap_no_icp-20250421-184905 - reconstruction_peak_memory_kb","activity-rgbd2colmap_no_icp-20250421-184905 - reconstruction_peak_memory_kb__MIN","activity-rgbd2colmap_no_icp-20250421-184905 - reconstruction_peak_memory_kb__MAX","vr_room-rgbd2colmap_no_icp-20250420-170017 - reconstruction_peak_memory_kb","vr_room-rgbd2colmap_no_icp-20250420-170017 - reconstruction_peak_memory_kb__MIN","vr_room-rgbd2colmap_no_icp-20250420-170017 - reconstruction_peak_memory_kb__MAX","sauna-rgbd2colmap_no_icp-20250420-164228 - reconstruction_peak_memory_kb","sauna-rgbd2colmap_no_icp-20250420-164228 - reconstruction_peak_memory_kb__MIN","sauna-rgbd2colmap_no_icp-20250420-164228 - reconstruction_peak_memory_kb__MAX","olohuone-rgbd2colmap_no_icp-20250420-162041 - reconstruction_peak_memory_kb","olohuone-rgbd2colmap_no_icp-20250420-162041 - reconstruction_peak_memory_kb__MIN","olohuone-rgbd2colmap_no_icp-20250420-162041 - reconstruction_peak_memory_kb__MAX","kokko-rgbd2colmap_no_icp-20250420-155403 - reconstruction_peak_memory_kb","kokko-rgbd2colmap_no_icp-20250420-155403 - reconstruction_peak_memory_kb__MIN","kokko-rgbd2colmap_no_icp-20250420-155403 - reconstruction_peak_memory_kb__MAX","koivu-rgbd2colmap_no_icp-20250420-152251 - reconstruction_peak_memory_kb","koivu-rgbd2colmap_no_icp-20250420-152251 - reconstruction_peak_memory_kb__MIN","koivu-rgbd2colmap_no_icp-20250420-152251 - reconstruction_peak_memory_kb__MAX","honka-rgbd2colmap_no_icp-20250420-145824 - reconstruction_peak_memory_kb","honka-rgbd2colmap_no_icp-20250420-145824 - reconstruction_peak_memory_kb__MIN","honka-rgbd2colmap_no_icp-20250420-145824 - reconstruction_peak_memory_kb__MAX","computer-rgbd2colmap_no_icp-20250420-144103 - reconstruction_peak_memory_kb","computer-rgbd2colmap_no_icp-20250420-144103 - reconstruction_peak_memory_kb__MIN","computer-rgbd2colmap_no_icp-20250420-144103 - reconstruction_peak_memory_kb__MAX","coffee_room-rgbd2colmap_no_icp-20250420-141704 - reconstruction_peak_memory_kb","coffee_room-rgbd2colmap_no_icp-20250420-141704 - reconstruction_peak_memory_kb__MIN","coffee_room-rgbd2colmap_no_icp-20250420-141704 - reconstruction_peak_memory_kb__MAX","classroom-rgbd2colmap_no_icp-20250420-135232 - reconstruction_peak_memory_kb","classroom-rgbd2colmap_no_icp-20250420-135232 - reconstruction_peak_memory_kb__MIN","classroom-rgbd2colmap_no_icp-20250420-135232 - reconstruction_peak_memory_kb__MAX","vr_room-rgbd2colmap-20250420-120536 - reconstruction_peak_memory_kb","vr_room-rgbd2colmap-20250420-120536 - reconstruction_peak_memory_kb__MIN","vr_room-rgbd2colmap-20250420-120536 - reconstruction_peak_memory_kb__MAX","sauna-rgbd2colmap-20250420-114906 - reconstruction_peak_memory_kb","sauna-rgbd2colmap-20250420-114906 - reconstruction_peak_memory_kb__MIN","sauna-rgbd2colmap-20250420-114906 - reconstruction_peak_memory_kb__MAX","olohuone-rgbd2colmap-20250420-113248 - reconstruction_peak_memory_kb","olohuone-rgbd2colmap-20250420-113248 - reconstruction_peak_memory_kb__MIN","olohuone-rgbd2colmap-20250420-113248 - reconstruction_peak_memory_kb__MAX","kokko-rgbd2colmap-20250420-111355 - reconstruction_peak_memory_kb","kokko-rgbd2colmap-20250420-111355 - reconstruction_peak_memory_kb__MIN","kokko-rgbd2colmap-20250420-111355 - reconstruction_peak_memory_kb__MAX","koivu-rgbd2colmap-20250420-105243 - reconstruction_peak_memory_kb","koivu-rgbd2colmap-20250420-105243 - reconstruction_peak_memory_kb__MIN","koivu-rgbd2colmap-20250420-105243 - reconstruction_peak_memory_kb__MAX","honka-rgbd2colmap-20250420-103617 - reconstruction_peak_memory_kb","honka-rgbd2colmap-20250420-103617 - reconstruction_peak_memory_kb__MIN","honka-rgbd2colmap-20250420-103617 - reconstruction_peak_memory_kb__MAX","computer-rgbd2colmap-20250420-102235 - reconstruction_peak_memory_kb","computer-rgbd2colmap-20250420-102235 - reconstruction_peak_memory_kb__MIN","computer-rgbd2colmap-20250420-102235 - reconstruction_peak_memory_kb__MAX","coffee_room-rgbd2colmap-20250420-100316 - reconstruction_peak_memory_kb","coffee_room-rgbd2colmap-20250420-100316 - reconstruction_peak_memory_kb__MIN","coffee_room-rgbd2colmap-20250420-100316 - reconstruction_peak_memory_kb__MAX","classroom-rgbd2colmap-20250420-094714 - reconstruction_peak_memory_kb","classroom-rgbd2colmap-20250420-094714 - reconstruction_peak_memory_kb__MIN","classroom-rgbd2colmap-20250420-094714 - reconstruction_peak_memory_kb__MAX","activity-rgbd2colmap-20250420-091339 - reconstruction_peak_memory_kb","activity-rgbd2colmap-20250420-091339 - reconstruction_peak_memory_kb__MIN","activity-rgbd2colmap-20250420-091339 - reconstruction_peak_memory_kb__MAX"
"0","1187620","1187620","1187620","2287020","2287020","2287020","3658268","3658268","3658268","3828436","3828436","3828436","1746172","1746172","1746172","1585420","1585420","1585420","1982648","1982648","1982648","1229476","1229476","1229476","1733276","1733276","1733276","3032748","3032748","3032748","2288108","2288108","2288108","3659168","3659168","3659168","3830292","3830292","3830292","1747600","1747600","1747600","1585008","1585008","1585008","1982332","1982332","1982332","1230208","1230208","1230208","1736440","1736440","1736440","3034524","3034524","3034524","1187464","1187464","1187464"
